SR. No,Ward No,Serial no.,Tree Name,Scientific Name,Latitude,Longitude,Girth (Inch),Height (Ft),Age (Years),Canopy (sq. mtr),Condition,Landmark,Concern Person,ownership,Remark,Display
6987,11,W111653314809175-GHe1b,Gum Arabic Tree,Vachellia nilotica,19.29505584,76.48280684,34,19,5_10,15,Good,Ward 11,Akshay Hake,Private,Good,No
6988,11,W111653015131301-GHe1b,Gum Arabic Tree,Vachellia nilotica,19.29498211,76.48279008,34,19,5_10,15,Good,Ward 11,Akshay Hake,Private,Good,No
6989,11,W111652715453427-GHe1b,Gum Arabic Tree,Vachellia nilotica,19.29502262,76.48284707,30,17,5_10,13,Good,Ward 11,Akshay Hake,Private,Good,No
6990,11,W111652415775553-GHe1b,Gum Arabic Tree,Vachellia nilotica,19.29494382,76.48281455,33,19,5_10,15,Good,Ward 11,Akshay Hake,Private,Good,No
6991,11,W111652116097679-GHe1b,Gum Arabic Tree,Vachellia nilotica,19.29494034,76.48273643,32,18,5_10,14,Good,Ward 11,Akshay Hake,Private,Good,No
6992,11,W111651816419805-GHe1b,Gum Arabic Tree,Vachellia nilotica,19.29489224,76.48270827,30,17,5_10,13,Good,Ward 11,Akshay Hake,Private,Good,No
6993,11,W111651516741931-GHe1b,Gum Arabic Tree,Vachellia nilotica,19.29491724,76.48280919,32,18,5_10,14,Good,Ward 11,Akshay Hake,Private,Good,No
6994,11,W111651217064057-GHe1b,Gum Arabic Tree,Vachellia nilotica,19.294853,76.48282997,34,19,5_10,15,Good,Ward 11,Akshay Hake,Private,Good,No
6995,11,W111650917386183-GHe1b,Gum Arabic Tree,Vachellia nilotica,19.29483022,76.48279611,36,21,5_10,16,Good,Ward 11,Akshay Hake,Private,Good,No
6996,11,W111650617708309-GHe1b,Gum Arabic Tree,Vachellia nilotica,19.294903,76.48276895,31,18,5_10,14,Good,Ward 11,Akshay Hake,Private,Good,No
6997,11,W111650318030435-GHe1b,Gum Arabic Tree,Vachellia nilotica,19.29483212,76.48268178,35,20,5_10,16,Good,Ward 11,Akshay Hake,Private,Good,No
6998,11,W111650018352561-GHe1b,Gum Arabic Tree,Vachellia nilotica,19.29486693,76.48259562,37,21,5_10,17,Good,Ward 11,Akshay Hake,Private,Good,No
6999,11,W111649718674687-GHe1b,Gum Arabic Tree,Vachellia nilotica,19.29523305,76.48313038,30,17,5_10,13,Good,Ward 11,Akshay Hake,Private,Good,No
7000,11,W111649418996813-GHe1b,Gum Arabic Tree,Vachellia nilotica,19.2952802,76.48304354,40,23,5_10,18,Good,Ward 11,Akshay Hake,Private,Good,No
7001,11,W111649119318939-GHe1b,Gum Arabic Tree,Vachellia nilotica,19.29516691,76.48315284,30,17,5_10,13,Good,Ward 11,Akshay Hake,Private,Good,No
7002,11,W111648819641065-GHe1b,Gum Arabic Tree,Vachellia nilotica,19.29508401,76.48311295,30,17,5_10,13,Good,Ward 11,Akshay Hake,Private,Good,No
7003,11,W111648519963191-GHe1b,Gum Arabic Tree,Vachellia nilotica,19.29501787,76.48311563,40,23,5_10,18,Good,Ward 11,Akshay Hake,Private,Good,No
7004,11,W111648220285317-GHe1b,Gum Arabic Tree,Vachellia nilotica,19.29489952,76.48311865,35,20,5_10,16,Good,Ward 11,Akshay Hake,Private,Good,No
7005,11,W111647920607443-GHe1b,Gum Arabic Tree,Vachellia nilotica,19.29487104,76.48302443,32,18,5_10,14,Good,Ward 11,Akshay Hake,Private,Good,No
7006,11,W111647620929569-GHe1b,Gum Arabic Tree,Vachellia nilotica,19.29488338,76.48314983,38,22,5_10,17,Good,Ward 11,Akshay Hake,Private,Good,No
