SR. No,Ward No,Serial no.,Tree Name,Scientific Name,Latitude,Longitude,Girth (Inch),Height (Ft),Age (Years),Canopy (sq. mtr),Condition,Landmark,Concern Person,ownership,Remark,Display
6488,11,W111709600637024-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29159265,76.48391291,40,17,5_10,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
6489,11,W111709600637328-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29158822,76.48391828,39,22,5_10,17,Good,Ward 11,Akshay Hake,Private,Good,Yes
6490,11,W111709600637632-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29156986,76.48391929,33,20,5_10,16,Good,Ward 11,Akshay Hake,Private,Good,Yes
6491,11,W111709600639689-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29150088,76.4839451,33,19,5_10,15,Good,Ward 11,Akshay Hake,Private,Good,Yes
6492,11,W111709600642518-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29141639,76.4840249,32,18,5_10,14,Good,Ward 11,Akshay Hake,Private,Good,Yes
6493,11,W111709600643362-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29146797,76.48405943,38,18,5_10,14,Good,Ward 11,Akshay Hake,Private,Good,Yes
6494,11,W111709600643834-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29152493,76.48401082,39,17,5_10,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
6495,11,W111709600644517-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29147461,76.48396824,38,22,5_10,17,Good,Ward 11,Akshay Hake,Private,Good,Yes
6496,11,W111709600649190-baw6S,Gum Arabic Tree,Vachellia nilotica,19.2917091,76.4839793,39,20,5_10,16,Good,Ward 11,Akshay Hake,Private,Good,Yes
6497,11,W111709600649863-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29177049,76.48402087,40,22,5_10,17,Good,Ward 11,Akshay Hake,Private,Good,Yes
6498,11,W111709600652555-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29191385,76.48391359,32,22,5_10,17,Good,Ward 11,Akshay Hake,Private,Good,Yes
6499,11,W111709600653119-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29196005,76.4840363,36,17,5_10,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
6500,11,W111709600659077-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29239485,76.48405574,35,21,5_10,16,Good,Ward 11,Akshay Hake,Private,Good,Yes
6501,11,W111709600662284-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29242143,76.48381133,37,17,5_10,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
6502,11,W111709600663997-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29246953,76.48386966,33,18,5_10,14,Good,Ward 11,Akshay Hake,Private,Good,Yes
6503,11,W111709600667526-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29258946,76.48402356,39,18,5_10,14,Good,Ward 11,Akshay Hake,Private,Good,Yes
6504,11,W111709600677606-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29351159,76.48286216,30,22,5_10,17,Good,Ward 11,Akshay Hake,Private,Good,Yes
6505,11,W111709600682891-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29342615,76.48271397,39,19,5_10,15,Good,Ward 11,Akshay Hake,Private,Good,Yes
6506,11,W111709633548671-MZ1ci,Neem Tree,Azadirachta indica,19.29302205,76.48576163,65,21,10_50,17,Good,Ward 11,Akshay Hake,Private,Good,Yes
6507,11,W111709633549873-MZ1ci,Neem Tree,Azadirachta indica,19.29296414,76.4860855,45,27,10_50,22,Good,Ward 11,Akshay Hake,Private,Good,Yes
6508,11,W111709633553267-MZ1ci,Neem Tree,Azadirachta indica,19.29232966,76.48551855,62,39,10_50,30,Good,Ward 11,Akshay Hake,Private,Good,Yes
6509,11,W111709633554982-MZ1ci,Neem Tree,Azadirachta indica,19.29204391,76.48514472,64,22,10_50,17,Good,Ward 11,Akshay Hake,Private,Good,Yes
6510,11,W111709633556497-MZ1ci,Neem Tree,Azadirachta indica,19.29180277,76.48532577,59,34,10_50,27,Good,Ward 11,Akshay Hake,Private,Good,Yes
6511,11,W111709633558403-MZ1ci,Neem Tree,Azadirachta indica,19.2916648,76.48603957,53,34,10_50,26,Good,Ward 11,Akshay Hake,Private,Good,Yes
6512,11,W111709633576148-MZ1ci,peepal Tree,Ficus religiosa,19.2917629,76.4862746,37,35,10_50,27,Good,Ward 11,Akshay Hake,Private,Good,Yes
6513,11,W111709633589350-MZ1ci,Neem Tree,Azadirachta indica,19.29223631,76.48629975,41,21,10_50,17,Good,Ward 11,Akshay Hake,Private,Good,Yes
6514,11,W111709633673292-MZ1ci,Neem Tree,Azadirachta indica,19.28992685,76.48723684,38,37,10_50,29,Good,Ward 11,Akshay Hake,Private,Good,Yes
6515,11,W111709633673842-MZ1ci,Neem Tree,Azadirachta indica,19.28958413,76.4872412,60,27,10_50,22,Good,Ward 11,Akshay Hake,Private,Good,Yes
6516,11,W111709633674895-MZ1ci,Neem Tree,Azadirachta indica,19.28988539,76.48682445,47,30,10_50,24,Good,Ward 11,Akshay Hake,Private,Good,Yes
6517,11,W111709633675368-MZ1ci,Neem Tree,Azadirachta indica,19.28961641,76.48686469,70,26,10_50,21,Good,Ward 11,Akshay Hake,Private,Good,Yes
6518,11,W111709633676275-MZ1ci,Neem Tree,Azadirachta indica,19.28948318,76.48689151,62,34,10_50,26,Good,Ward 11,Akshay Hake,Private,Good,Yes
6519,11,W111709633679158-MZ1ci,Neem Tree,Azadirachta indica,19.29025438,76.48636781,50,17,10_50,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
6520,11,W111709633681014-MZ1ci,Neem Tree,Azadirachta indica,19.28994014,76.48629572,45,34,10_50,27,Good,Ward 11,Akshay Hake,Private,Good,Yes
6521,11,W111709633685440-MZ1ci,Neem Tree,Azadirachta indica,19.28994773,76.48657534,39,26,10_50,20,Good,Ward 11,Akshay Hake,Private,Good,Yes
6522,11,W111709633700205-MZ1ci,Tamarind Tree,Tamarindus indica,19.28971514,76.48678422,61,35,10_50,27,Good,Ward 11,Akshay Hake,Private,Good,Yes
6523,11,W111709633700731-MZ1ci,Tamarind Tree,Tamarindus indica,19.29002178,76.48682948,55,29,10_50,22,Good,Ward 11,Akshay Hake,Private,Good,Yes
6524,11,W111709633701386-MZ1ci,Tamarind Tree,Tamarindus indica,19.28999773,76.48672655,33,37,10_50,29,Good,Ward 11,Akshay Hake,Private,Good,Yes
6525,11,W111709633702793-MZ1ci,Tamarind Tree,Tamarindus indica,19.28986134,76.48693945,46,37,10_50,29,Good,Ward 11,Akshay Hake,Private,Good,Yes
6526,11,W111709633704116-MZ1ci,Tamarind Tree,Tamarindus indica,19.2898009,76.48675203,67,27,10_50,22,Good,Ward 11,Akshay Hake,Private,Good,Yes
6527,11,W111709633705738-MZ1ci,Tamarind Tree,Tamarindus indica,19.28999773,76.48664474,55,19,10_50,15,Good,Ward 11,Akshay Hake,Private,Good,Yes
6528,11,W111709633722159-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.28997906,76.48686871,48,27,10_50,21,Good,Ward 11,Akshay Hake,Private,Good,Yes
6529,11,W111709633722596-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.28997178,76.48679528,42,33,10_50,26,Good,Ward 11,Akshay Hake,Private,Good,Yes
6530,11,W111709633723628-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.28985375,76.48669269,41,19,10_50,15,Good,Ward 11,Akshay Hake,Private,Good,Yes
6531,11,W111709633724883-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.28981102,76.486803,55,17,10_50,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
6532,11,W111709633727917-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.28996577,76.4866377,31,27,10_50,21,Good,Ward 11,Akshay Hake,Private,Good,Yes
6533,11,W111709633730345-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.28973887,76.4868848,62,31,10_50,25,Good,Ward 11,Akshay Hake,Private,Good,Yes
6534,11,W111709633731710-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.28972432,76.48702629,32,20,10_50,16,Good,Ward 11,Akshay Hake,Private,Good,Yes
6535,11,W111709633732188-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.28985153,76.48710709,44,26,10_50,21,Good,Ward 11,Akshay Hake,Private,Good,Yes
6536,11,W111709633736229-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.28957147,76.48694716,68,38,10_50,30,Good,Ward 11,Akshay Hake,Private,Good,Yes
6537,11,W111709633737418-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.28961514,76.48717381,35,27,10_50,22,Good,Ward 11,Akshay Hake,Private,Good,Yes
6538,11,W111709633741885-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.28914679,76.48638524,65,31,10_50,24,Good,Ward 11,Akshay Hake,Private,Good,Yes
6539,11,W111709633793916-MZ1ci,Neem Tree,Azadirachta indica,19.2887547,76.48575626,70,18,10_50,14,Good,Ward 11,Akshay Hake,Private,Good,Yes
6540,11,W111709633794435-MZ1ci,Neem Tree,Azadirachta indica,19.28887653,76.48561042,44,26,10_50,20,Good,Ward 11,Akshay Hake,Private,Good,Yes
6541,11,W111709633795572-MZ1ci,Neem Tree,Azadirachta indica,19.28869584,76.48547463,59,35,10_50,27,Good,Ward 11,Akshay Hake,Private,Good,Yes
6542,11,W111709633809655-MZ1ci,Mango Tree,Mangifera indica,19.28876577,76.48535661,52,30,10_50,23,Good,Ward 11,Akshay Hake,Private,Good,Yes
6543,11,W111709633810496-MZ1ci,Mango Tree,Mangifera indica,19.28871609,76.48542535,36,26,10_50,21,Good,Ward 11,Akshay Hake,Private,Good,Yes
6544,11,W111709633811589-MZ1ci,Mango Tree,Mangifera indica,19.28860786,76.48551218,39,28,10_50,22,Good,Ward 11,Akshay Hake,Private,Good,Yes
6545,11,W111709633814759-MZ1ci,Mango Tree,Mangifera indica,19.28881039,76.48569491,39,24,10_50,19,Good,Ward 11,Akshay Hake,Private,Good,Yes
6546,11,W111709633816086-MZ1ci,Mango Tree,Mangifera indica,19.28894141,76.48549978,64,29,10_50,22,Good,Ward 11,Akshay Hake,Private,Good,Yes
6547,11,W111709633820103-MZ1ci,Mango Tree,Mangifera indica,19.28889615,76.48587897,47,27,10_50,22,Good,Ward 11,Akshay Hake,Private,Good,Yes
6548,11,W111709633820818-MZ1ci,Mango Tree,Mangifera indica,19.28860818,76.48604125,34,31,10_50,25,Good,Ward 11,Akshay Hake,Private,Good,Yes
6549,11,W111709633969241-MZ1ci,Neem Tree,Azadirachta indica,19.29748674,76.48149189,61,30,10_50,23,Good,Ward 11,Akshay Hake,Private,Good,Yes
6550,11,W111709633969947-MZ1ci,Neem Tree,Azadirachta indica,19.29748927,76.48157638,31,26,10_50,21,Good,Ward 11,Akshay Hake,Private,Good,Yes
6551,11,W111709633970623-MZ1ci,Neem Tree,Azadirachta indica,19.29748579,76.4818684,70,21,10_50,16,Good,Ward 11,Akshay Hake,Private,Good,Yes
6552,11,W111709633971047-MZ1ci,Neem Tree,Azadirachta indica,19.29746238,76.48199547,50,36,10_50,28,Good,Ward 11,Akshay Hake,Private,Good,Yes
6553,11,W111709633972356-MZ1ci,Neem Tree,Azadirachta indica,19.29741111,76.48215238,62,20,10_50,16,Good,Ward 11,Akshay Hake,Private,Good,Yes
6554,11,W111709633972866-MZ1ci,Neem Tree,Azadirachta indica,19.29736333,76.48240518,56,22,10_50,17,Good,Ward 11,Akshay Hake,Private,Good,Yes
6555,11,W111709633974149-MZ1ci,Neem Tree,Azadirachta indica,19.29733232,76.48251314,55,37,10_50,29,Good,Ward 11,Akshay Hake,Private,Good,Yes
6556,11,W111709633976191-MZ1ci,Neem Tree,Azadirachta indica,19.29695449,76.4820699,59,22,10_50,17,Good,Ward 11,Akshay Hake,Private,Good,Yes
6557,11,W111709633977312-MZ1ci,Neem Tree,Azadirachta indica,19.29703518,76.48234114,49,23,10_50,18,Good,Ward 11,Akshay Hake,Private,Good,Yes
6558,11,W111709633994832-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.29712347,76.48218289,52,23,10_50,18,Good,Ward 11,Akshay Hake,Private,Good,Yes
6559,11,W111709633995501-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.29702348,76.48186538,62,22,10_50,17,Good,Ward 11,Akshay Hake,Private,Good,Yes
6560,11,W111709633997553-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.29707759,76.48222782,40,25,10_50,19,Good,Ward 11,Akshay Hake,Private,Good,Yes
6561,11,W111709633999385-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.2966814,76.4824149,50,25,10_50,19,Good,Ward 11,Akshay Hake,Private,Good,Yes
6562,11,W111709634004550-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.29751554,76.48191702,65,19,10_50,15,Good,Ward 11,Akshay Hake,Private,Good,Yes
6563,11,W111709634005237-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.29749276,76.4817467,65,27,10_50,21,Good,Ward 11,Akshay Hake,Private,Good,Yes
6564,11,W111709634008518-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.29743833,76.4820699,68,22,10_50,17,Good,Ward 11,Akshay Hake,Private,Good,Yes
6565,11,W111709634010300-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.29739751,76.48222513,69,27,10_50,22,Good,Ward 11,Akshay Hake,Private,Good,Yes
6566,11,W111709634010945-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.29740004,76.48229688,58,31,10_50,25,Good,Ward 11,Akshay Hake,Private,Good,Yes
6567,11,W111709634012665-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.29731966,76.4823579,45,27,10_50,22,Good,Ward 11,Akshay Hake,Private,Good,Yes
6568,11,W111709634014396-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.29721935,76.48253962,45,22,10_50,17,Good,Ward 11,Akshay Hake,Private,Good,Yes
6569,11,W111709634021072-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.29741206,76.48017224,40,38,10_50,30,Good,Ward 11,Akshay Hake,Private,Good,Yes
6570,11,W111709634022630-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.2972279,76.48040123,52,20,10_50,16,Good,Ward 11,Akshay Hake,Private,Good,Yes
6571,11,W111709634024161-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.29707031,76.48027852,38,30,10_50,24,Good,Ward 11,Akshay Hake,Private,Good,Yes
6572,11,W111709634024897-MZ1ci,Gum Arabic Tree,Vachellia nilotica,19.29712885,76.48039185,68,18,10_50,14,Good,Ward 11,Akshay Hake,Private,Good,Yes
