SR. No,Ward No,Serial no.,Tree Name,Scientific Name,Latitude,Longitude,Girth (Inch),Height (Ft),Age (Years),Canopy (sq. mtr),Condition,Landmark,Concern Person,ownership,Remark,Display
4492,11,W111709469554530-baw6S,Mosambi tree,Citrus limetta,19.29093918,76.48012262,28,11,2_5,9,Good,Ward 11,Bhau Madane,Private,Good,Yes
4493,11,W111709469554958-baw6S,Mosambi tree,Citrus limetta,19.29094582,76.48012429,27,13,2_5,10,Good,Ward 11,Bhau Madane,Private,Good,Yes
4494,11,W111709469555728-baw6S,Mosambi tree,Citrus limetta,19.29099709,76.48015514,24,13,2_5,10,Good,Ward 11,Bhau Madane,Private,Good,Yes
4495,11,W111709469557862-baw6S,Mosambi tree,Citrus limetta,19.29101861,76.48015413,28,15,2_5,12,Good,Ward 11,Bhau Madane,Private,Good,Yes
4496,11,W111709469558451-baw6S,Mosambi tree,Citrus limetta,19.29100468,76.48014978,23,11,2_5,9,Good,Ward 11,Bhau Madane,Private,Good,Yes
4497,11,W111709469559184-baw6S,Mosambi tree,Citrus limetta,19.29105215,76.48015715,23,12,2_5,9,Good,Ward 11,Bhau Madane,Private,Good,Yes
4498,11,W111709469562811-baw6S,Mosambi tree,Citrus limetta,19.29107462,76.48017224,25,14,2_5,11,Good,Ward 11,Bhau Madane,Private,Good,Yes
4499,11,W111709469563804-baw6S,Mosambi tree,Citrus limetta,19.29109139,76.48018129,20,14,2_5,11,Good,Ward 11,Bhau Madane,Private,Good,Yes
4500,11,W111709469564244-baw6S,Mosambi tree,Citrus limetta,19.29109202,76.48018967,24,14,2_5,11,Good,Ward 11,Bhau Madane,Private,Good,Yes
4501,11,W111709469564701-baw6S,Mosambi tree,Citrus limetta,19.29110088,76.48018464,29,12,2_5,9,Good,Ward 11,Bhau Madane,Private,Good,Yes
4502,11,W111709469565057-baw6S,Mosambi tree,Citrus limetta,19.29110816,76.48018464,23,15,2_5,12,Good,Ward 11,Bhau Madane,Private,Good,Yes
4503,11,W111709469565449-baw6S,Mosambi tree,Citrus limetta,19.29111481,76.480188,21,14,2_5,11,Good,Ward 11,Akshay Hake,Private,Good,Yes
4504,11,W111709469565806-baw6S,Mosambi tree,Citrus limetta,19.29112747,76.4801823,21,11,2_5,9,Good,Ward 11,Akshay Hake,Private,Good,Yes
4505,11,W111709469566175-baw6S,Mosambi tree,Citrus limetta,19.29113095,76.48019504,20,15,2_5,12,Good,Ward 11,Akshay Hake,Private,Good,Yes
4506,11,W111709469566563-baw6S,Mosambi tree,Citrus limetta,19.29113886,76.48019135,25,15,2_5,12,Good,Ward 11,Akshay Hake,Private,Good,Yes
4507,11,W111709469566916-baw6S,Mosambi tree,Citrus limetta,19.29115215,76.48020241,29,15,2_5,12,Good,Ward 11,Akshay Hake,Private,Good,Yes
4508,11,W111709469567302-baw6S,Mosambi tree,Citrus limetta,19.29115974,76.48020174,26,15,2_5,12,Good,Ward 11,Akshay Hake,Private,Good,Yes
4509,11,W111709469567672-baw6S,Mosambi tree,Citrus limetta,19.29117082,76.48020174,28,12,2_5,9,Good,Ward 11,Akshay Hake,Private,Good,Yes
4510,11,W111709469568044-baw6S,Mosambi tree,Citrus limetta,19.29117936,76.4802061,22,13,2_5,10,Good,Ward 11,Akshay Hake,Private,Good,Yes
4511,11,W111709469568419-baw6S,Mosambi tree,Citrus limetta,19.29119455,76.48020979,25,12,2_5,9,Good,Ward 11,Akshay Hake,Private,Good,Yes
4512,11,W111709469568795-baw6S,Mosambi tree,Citrus limetta,19.29120215,76.48021147,30,17,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
4513,11,W111709469569146-baw6S,Mosambi tree,Citrus limetta,19.29121892,76.48022622,27,17,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
4514,11,W111709469569565-baw6S,Mosambi tree,Citrus limetta,19.29122873,76.48022689,21,16,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
4515,11,W111709469569902-baw6S,Mosambi tree,Citrus limetta,19.29123981,76.48022991,28,14,2_5,11,Good,Ward 11,Akshay Hake,Private,Good,Yes
4516,11,W111709469570279-baw6S,Mosambi tree,Citrus limetta,19.29124835,76.48023225,26,12,2_5,9,Good,Ward 11,Akshay Hake,Private,Good,Yes
4517,11,W111709469570658-baw6S,Mosambi tree,Citrus limetta,19.29125784,76.48023728,20,13,2_5,10,Good,Ward 11,Akshay Hake,Private,Good,Yes
4518,11,W111709469571009-baw6S,Mosambi tree,Citrus limetta,19.29126544,76.48023561,23,11,2_5,9,Good,Ward 11,Akshay Hake,Private,Good,Yes
4519,11,W111709469571405-baw6S,Mosambi tree,Citrus limetta,19.29127208,76.48023661,21,14,2_5,11,Good,Ward 11,Akshay Hake,Private,Good,Yes
4520,11,W111709469571766-baw6S,Mosambi tree,Citrus limetta,19.29127683,76.48023494,23,17,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
4521,11,W111709469572194-baw6S,Mosambi tree,Citrus limetta,19.29127905,76.48023158,25,15,2_5,12,Good,Ward 11,Akshay Hake,Private,Good,Yes
4522,11,W111709469583320-baw6S,Mosambi tree,Citrus limetta,19.28984773,76.47980209,25,13,2_5,10,Good,Ward 11,Akshay Hake,Private,Good,Yes
4523,11,W111709469584140-baw6S,Mosambi tree,Citrus limetta,19.28987685,76.47981483,26,15,2_5,12,Good,Ward 11,Akshay Hake,Private,Good,Yes
4524,11,W111709469584665-baw6S,Mosambi tree,Citrus limetta,19.28988824,76.4798145,22,13,2_5,10,Good,Ward 11,Akshay Hake,Private,Good,Yes
4525,11,W111709469585045-baw6S,Mosambi tree,Citrus limetta,19.289899,76.47981986,25,14,2_5,11,Good,Ward 11,Akshay Hake,Private,Good,Yes
4526,11,W111709469585381-baw6S,Mosambi tree,Citrus limetta,19.28990406,76.47981551,29,13,2_5,10,Good,Ward 11,Akshay Hake,Private,Good,Yes
4527,11,W111709469585751-baw6S,Mosambi tree,Citrus limetta,19.28990976,76.47981785,29,17,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
4528,11,W111709469586066-baw6S,Mosambi tree,Citrus limetta,19.28991799,76.47982188,20,16,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
4529,11,W111709469586383-baw6S,Mosambi tree,Citrus limetta,19.28992147,76.47982188,28,17,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
4530,11,W111709469586688-baw6S,Mosambi tree,Citrus limetta,19.28992811,76.47982422,23,17,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
4531,11,W111709469587013-baw6S,Mosambi tree,Citrus limetta,19.28993729,76.47982858,27,13,2_5,10,Good,Ward 11,Akshay Hake,Private,Good,Yes
4532,11,W111709469587351-baw6S,Mosambi tree,Citrus limetta,19.28994204,76.47982892,27,14,2_5,11,Good,Ward 11,Akshay Hake,Private,Good,Yes
4533,11,W111709469587698-baw6S,Mosambi tree,Citrus limetta,19.28995153,76.47982992,28,17,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
4534,11,W111709469588014-baw6S,Mosambi tree,Citrus limetta,19.28996229,76.47983361,23,16,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
4535,11,W111709469588973-baw6S,Mosambi tree,Citrus limetta,19.28998729,76.47984166,25,12,2_5,9,Good,Ward 11,Akshay Hake,Private,Good,Yes
4536,11,W111709469590541-baw6S,Mosambi tree,Citrus limetta,19.29000691,76.47985909,27,15,2_5,12,Good,Ward 11,Akshay Hake,Private,Good,Yes
4537,11,W111709469591255-baw6S,Mosambi tree,Citrus limetta,19.29002083,76.47986446,29,14,2_5,11,Good,Ward 11,Akshay Hake,Private,Good,Yes
4538,11,W111709469591581-baw6S,Mosambi tree,Citrus limetta,19.29002431,76.47986311,23,13,2_5,10,Good,Ward 11,Akshay Hake,Private,Good,Yes
4539,11,W111709469591927-baw6S,Mosambi tree,Citrus limetta,19.29003381,76.47986915,22,15,2_5,12,Good,Ward 11,Akshay Hake,Private,Good,Yes
4540,11,W111709469592278-baw6S,Mosambi tree,Citrus limetta,19.290049,76.47987619,23,17,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
4541,11,W111709469592626-baw6S,Mosambi tree,Citrus limetta,19.29005311,76.47987753,29,11,2_5,9,Good,Ward 11,Akshay Hake,Private,Good,Yes
4542,11,W111709469592951-baw6S,Mosambi tree,Citrus limetta,19.29006609,76.47988088,24,17,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
4543,11,W111709469593317-baw6S,Mosambi tree,Citrus limetta,19.29007526,76.47988189,24,13,2_5,10,Good,Ward 11,Akshay Hake,Private,Good,Yes
4544,11,W111709469593655-baw6S,Mosambi tree,Citrus limetta,19.29008349,76.47988223,27,15,2_5,12,Good,Ward 11,Akshay Hake,Private,Good,Yes
4545,11,W111709469594025-baw6S,Mosambi tree,Citrus limetta,19.2900914,76.4798839,21,13,2_5,10,Good,Ward 11,Akshay Hake,Private,Good,Yes
4546,11,W111709469594370-baw6S,Mosambi tree,Citrus limetta,19.29010501,76.47988893,30,13,2_5,10,Good,Ward 11,Akshay Hake,Private,Good,Yes
4547,11,W111709469594741-baw6S,Mosambi tree,Citrus limetta,19.29011609,76.47989094,27,17,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
4548,11,W111709469595076-baw6S,Mosambi tree,Citrus limetta,19.29012621,76.4798943,25,14,2_5,11,Good,Ward 11,Akshay Hake,Private,Good,Yes
4549,11,W111709469595424-baw6S,Mosambi tree,Citrus limetta,19.29013381,76.47989698,21,17,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
4550,11,W111709469595783-baw6S,Mosambi tree,Citrus limetta,19.29014583,76.47989899,27,12,2_5,9,Good,Ward 11,Akshay Hake,Private,Good,Yes
